asof_month_end,generated_at_utc,top_n,ma_months,mom_months,corr_threshold,liq_threshold_jpy,liq_threshold_usd,universe_count,final_universe_count
2026-04-30,2026-05-01 04:34:03,3,10,12,0.95,50000000,1000000,8,7
