Ticker,close,ma10,mom12,trend_ok,score,avg_traded_value_60d_native,liq_ok,dup_drop,in_final,rank,pick
1308.T,4179.0,3740.4,0.4305004625237896,True,0.4305004625237896,1316307319.55,True,False,True,1.0,True
2620.T,377.6000061035156,362.0563995361328,0.16109170723650879,True,0.16109170723650879,88504257.42759196,True,False,True,2.0,True
1326.T,59690.0,63992.0,0.36778185151237386,False,-inf,902351771.3333334,True,False,True,3.0,True
