Ticker,close,ma10,mom12,trend_ok,score,avg_traded_value_60d_native,liq_ok,dup_drop,in_final,rank,pick
1658.T,4130.0,3553.562646484375,0.6297339194788236,True,0.6297339194788236,51602042.56738688,True,False,True,1.0,True
2558.T,32900.0,29866.1615234375,0.4573720324347641,True,0.4573720324347641,680988106.0833334,True,False,True,2.0,True
1308.T,3898.0,3526.7,0.4277808589716785,True,0.4277808589716785,1298877893.35,True,False,True,3.0,True
