asof_month_end,generated_at_utc,top_n,ma_months,mom_months,corr_threshold,liq_threshold_jpy,liq_threshold_usd,universe_count,final_universe_count
2026-02-28,2026-03-01 03:26:34,3,10,12,0.95,50000000,1000000,8,6
